Plazas;Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;basura
0;¡¡¡ÑOO QUE RICO!!!;TASCA;MARITIMA, AVDA. EDF. GUAYRA;0;38530;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
72;10%;RESTAURANTE;C/. REAL, 171 ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;
24;1/2 BARRIL;BAR;NUEVA, 27 ;0;38280;2.695.871.925.354.000;-8.009.407.806.396.480;0;TEGUESTE;
25;...DONDE CANDE;BAR-CAFETERIA;C/ EL MEDIO ARRIBA, 3;3;38410;2.838.026.109;-16.585.259.720.000.000;0;LOS REALEJOS;
0;SOL DE INVIERNO-AL BARITO;CAFETERIA;C/. DOCTOR JOSE NAVEIRAS, 2 (PZA. FERNANDO PESSOA);0;38001;28.473.806.319.999.900;-1.625.331.152;0;SANTA CRUZ DE TENERIFE;
48;100 AROMAS;CAFETERIA;AVDA. LOS SABANDEÑOS (EDIF. MARTE, L-4);0;38650;0;0;20;ARONA;
50;10 AÑOS;RESTAURANTE;C/ GUIA, 47;0;38370;28.442.989.330.000.000;-1.646.483.566;0;LA MATANZA DE ACENTEJO;
32;1000 MILLAS (1000 MIGLIA);CAFETERIA;SUN BEACH, L-F9 C.C.  ;0;38660;0;0;0;ADEJE;
43;100 % NATURAL;CAFETERIA;ROQUE DE JAMA, 2 (EDIF. GARAJONAY II, L-5);0;38650;28.055.229;-16.717.049;58;ARONA;
50;100 MONTADITOS;BAR-CAFETERIA;C/. OBISPO REY REDONDO, 16;0;38201;2.848.846.748;-16.316.281.110.000.000;0;LA LAGUNA;
0;12 DE MAYO;BAR;EL MEDIO DE ARRIBA, 53 ;0;38410;28.377.843.659.999.900;-1.658.528.227;0;LOS REALEJOS;
70;1892 CLUB CAFE;CAFETERIA;GENERAL FRANCO, 24 (EDIF. REVERON, L-25) ;0;38650;28.051.987;-1.671.719;0;ARONA;
15;18 DE JULIO;RESTAURANTE;PASAJE DE SITJA, 20 ;0;38004;2.846.838.688;-1.626.054.542;0;SANTA CRUZ DE TENERIFE;
132;19TH HOLE (HOYO 19);RESTAURANTE;COMPOSTELA BEACH APTOS. (GOLF II) ;0;38660;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
50;1960;RESTAURANTE;EL HIERRO, 10 VILLA ISABEL ;0;38000;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
12;18 DE JULIO;BAR;18 DE JULIO, 49 ;0;38004;28.710.827;-17.955.614;0;SANTA CRUZ DE TENERIFE;
65;2000;RESTAURANTE;LA PAZ, URB. (EDIF. AGAVE II);0;38400;0;0;0;PUERTO DE LA CRUZ;
10;1970;BAR;LA MARINA, 17 ;0;38000;2.837.619.007;-1.679.574.549;0;SANTA CRUZ DE TENERIFE;
0;1-X-2;BAR;LA ENTRADA, 1 ;0;38680;28.212.045.730.000.000;-16.781.576.510.000.000;0;GUIA DE ISORA;
40;2000 SUR;BAR;VIA ENLACE LAS AMERICAS-LOS CRISTIANOS ;0;38640;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
42;20 PA-K;CAFETERIA;AVDA. CRISTOBAL BARRIOS, 3 ;0;38440;28.377.144;-16.651.864;0;LA GUANCHA;
60;20PAK;CAFE;LANZAROTE, 1 (EDIF. ANYI) ;0;38410;28.385.262.790.000.000;-16.584.334.370.000.000;280;LOS REALEJOS;
0;2001;BAR;CTRA. GENERAL DEL SUR KM. 6 ;0;38000;28.490.865.379.999.900;-16.368.898;0;LA LAGUNA;
104;39;RESTAURANTE;C/. SANTA FE, S/N. (C.C. EL MIRADOR, L-19/20);0;38650;4.478.580.856.323.240;11.877.605.438.232.400;0;ARONA;
0;25 DE JULIO;BAR;TEGUESTE, 17 ;0;38008;2.814.787.233;-15.635.958.559.999.900;0;SANTA CRUZ DE TENERIFE;
20;4 CAMINOS;RESTAURANTE;IGLESIA PZA. ;0;38000;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
16;4 X 4;BAR;POBLADO MARINERO, L-44 ;0;38683;28.246.802;-16.841.977;0;SANTIAGO DEL TEIDE;
0;4D;HELADERIA;C/. GENERAL FRANCO, 33B;0;38650;2.805.173.948;-1.671.763.614;0;ARONA;
0;5 SPORTS CHAYOFA;BAR-CAFETERIA;EDF. CHAYOFA COUNTRY CLUB S/N;0;38627;0;0;0;ARONA;
46;4 HERMANOS, LOS;RESTAURANTE;GENERAL DEL SUR,KM.9.5 CTRA.;0;38108;28.433.852;-16.310.248;0;SANTA CRUZ DE TENERIFE;
0;7 ESTRELLAS, LAS;AREPERA;GENERALISIMO, 12. AVDA (EDIF. VENEZUELA, L-BAJO A);0;38530;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
0;7 ISLAS;BAR;CTRA. GENERAL LA VICTORIA, 152 ;0;38000;0;0;0;LA VICTORIA DE ACENTEJO;
0;69;BAR;EL CARDONAL BQ. 69 ;0;38000;28.450.582.090.000.000;-16.300.230.860.000.000;0;SANTA CRUZ DE TENERIFE;
20;7 ISLAS;CAFETERIA;C/. EMILIO CALZADILLA, 10, PUERTA 6;0;38002;28.468.707.379.999.900;-1.624.797.571;0;SANTA CRUZ DE TENERIFE;
72;7 ISLAS;CERVECERIA;HERACLIO SANCHEZ, 27;0;38204;2.848.366.415;-1.631.661.002;0;LA LAGUNA;
0;4D;HELADERIA;MERIDIANO, L-0/9 C.C. (NIVEL OCIO);0;38005;27.813.115;-17.916.893;0;SANTA CRUZ DE TENERIFE;
0;7 ISLAS;BAR;CTRA. GENERAL CASCO ;0;38436;28.281.777;-16.813.929;0;SANTIAGO DEL TEIDE;
25;7 ISLAS;BAR;CTRA. GENERAL EL SOBRADILLO, 90 ;0;38108;2.843.687.347;-163.065.422;0;SANTA CRUZ DE TENERIFE;
0;7 VIES;BAR-CAFETERIA;C/ SAN AGUSTIN, 11;0;38201;28.489.313.389.999.900;-163.144.656;0;LA LAGUNA;
35;8 DE AGOSTO;BAR;AVDA. 8 DE AGOSTO, 10;0;38440;2.839.059.412;-1.667.073.005;0;LA GUANCHA;
35;9TH HOLE;BAR-CAFETERIA;URB. AMARILLA GOLF - EDIF. FAIRWAY, L-401;0;38620;0;0;0;SAN MIGUEL;
0;7 ISLAS;BAR;ARICO EL BUENO, 7 ;0;38000;2.812.310.837;-16.461.411.419.999.900;0;ARICO;
51;A COMER;BUFFETT;POL. IND. GÜIMAR, MANZANA 5, PARCELA 43;0;38530;4.705.131.149.291.990;-9.514.938.354.492.180;27;ARAFO;
0;8ª ISLA;BAR;ALFREDO TORRES EDWARDS, 44 L-24;0;38205;28.486.026;-1.631.711;0;LA LAGUNA;
0;A MI MANERA;BAR;PUNTA PRIETA ;0;38000;0;0;0;GÜIMAR;
0;A RADIO;BAR;LA PIEDAD, 8;0;38000;28.383.846.760.000.000;-1.652.183.015;0;LA OROTAVA;
40;A CASA GALEGA (LA CASA GALLEGA);RESTAURANTE;C/. PUERTO VIEJO, 18 BAJO;0;38400;28.415.545;-16.553.871;0;PUERTO DE LA CRUZ;
920;A SAUDADE ( DULCE AÑORANZA);SALA DE FIESTAS;C/. FERNANDO AROZENA QUINTERO, 3;0;38009;2.845.447.168;-16.268.579.440.000.000;0;SANTA CRUZ DE TENERIFE;
90;A TU GUSTO;BUFFETT;JUAN ALVAREZ DELGADO, 13. L-DCHA;0;38007;2.846.584.372;-1.627.133.533;0;SANTA CRUZ DE TENERIFE;
50;ABADES;RESTAURANTE;AUTOPISTA SUR KM.44.200  (ESTACION SERVIOS REPSOL);0;38588;4.363.616.180.419.920;-1.133.007.583.618.160;0;ARICO;
0;AARON;BAR;LOS PRINCIPES, S/N. L-33 AVDA. ;0;38000;28.352.873;-16.370.324;0;SANTA CRUZ DE TENERIFE;
34;ABANICOS, LOS;RESTAURANTE;LA PALMA, 93  ;0;38650;0;0;0;ARONA;
136;ABADIA BULEBAR, LA;RESTAURANTE;SAN MIGUEL-LAS ZOCAS KM.5 CTRA.  ;0;38620;-278.505.993;-575.681.725;0;SAN MIGUEL;
150;ABACO;PUB;EL DURAZNO ALTO, S/N. URB. ;0;38400;28.403.872;-16.534.367;0;PUERTO DE LA CRUZ;
0;ABBASIA DONNER KEBAB;HELADERIA;C.C. ALCAMPO LA VILLA 2, L-52B;0;38000;0;0;0;LA OROTAVA;
16;ABBOS CHIPPY;BAR;URB. CHAYOFITA COSTA DEL SILENCIO ;0;38640;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
65;ABEDUL RESTAURANTE RUSO (BERIOZKA);RESTAURANTE;NIRVANA, EDIF. - MONTAÑA CHICA ;0;38650;0;0;0;ARONA;
0;ABEJERA, LA;BAR;LA ABEJERA ;0;38000;22.966.699.600.219.700;-8.238.330.078.125;0;LA OROTAVA;
60;ABERDEEN STEAK HOUSE;RESTAURANTE;SANTIAGO PUIG, S/N. AVDA. (PARQUE CATLEYA, L-9);0;38660;0;0;20;ARONA;
60;ABBEY ROAD;BAR;C.C. VERONICA I LOC. 6,7,8 ;0;38000;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
85;ABERDEEN STEAK HOUSE;RESTAURANTE;EDIF. OCEAN COUNTRY CLUB II, L-H/I;0;38660;0;0;0;SAN MIGUEL;
96;ABERDEEN STEAK HOUSE;RESTAURANTE;PLAYA FAÑABE, L-37 C.C. ;0;38660;0;0;0;ADEJE;
118;ABERDEEN STEAK HOUSE;RESTAURANTE;SANTA MARIA, L-20  C.C.;0;38670;0;0;0;ADEJE;
64;ABERDEEN STEAK HOUSE;RESTAURANTE;PARAISO ROYAL, 25/26 URB. ;0;38660;45.794.654.846.191.400;8.526.862.144.470.210;16;ARONA;
60;ABERDEEN STEAK HOUSE;RESTAURANTE;LAS PALMERAS, L-16 C.C. ;0;38660;0;0;0;ARONA;
170;ABERDEEN STEAK HOUSE;RESTAURANTE;ERNESTO SARTI, 23 AVDA. (C.C. PARQUE ROYAL I, L-3B);0;38670;28.085.094;-16.731.996;0;ADEJE;
36;ABERDEEN STEAK HOUSE;RESTAURANTE;LAGUNA PARK I, L-08 C.C. ;0;38660;0;0;0;ADEJE;
52;ABERDEEN STEAK HOUSE;RESTAURANTE;SANTIAGO I, L-103A C.C.;0;38683;0;0;24;SANTIAGO DEL TEIDE;
130;ABERDEEN STEAK HOUSE;RESTAURANTE;LUIS DIAZ, 5 (APTOS. TENERIFE ROYAL GARDEN, L-1B);0;38660;28.055.622;-16.728.598;3;ARONA;
0;ABIERTAS, LAS;RESTAURANTE;LAS ABIERTAS, 41 ;0;38205;0;0;0;TACORONTE;
46;ABIAN;RESTAURANTE;BUZANADA, S/N. CTRA. (JUNTO AL PIRS) ;0;38626;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
25;ABIGAIL;BAR;TABORNO, 27 PZA.;0;38000;28.556.758;-16.264.626;0;SANTA CRUZ DE TENERIFE;
50;ABOGADO, EL;RESTAURANTE;GENERAL PUNTA HIDALGO, 35 CTRA.  ;0;38240;28.564.359.800.000.000;-1.633.015.985;0;LA LAGUNA;
16;ABORA;RESTAURANTE;MARITIMA, L-5 AVDA.  (EDIF. BUCANERO) ;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
40;ABONA;RESTAURANTE;AGUABUEY, 9 ;0;38600;28.048.697;-16.615.775;0;GRANADILLA DE ABONA;
46;ABORA;PIZZERIA;C/. RAMUJO, S/N. (EDIF. VOLCAN DE YAIZA);0;38626;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;ABORA I;CAFETERIA;PASEO MARITIMO, S/N. (EDIF. BUCANERO, L-13);0;38650;28.047.619;-16.711.499;0;ARONA;
0;ABORA II;BAR;C.C. ABORA, L-1;0;38660;0;0;0;ARONA;
50;ABRANTE;RESTAURANTE;LA ZAMORA, 154 ;0;38000;0;0;0;LOS REALEJOS;
58;ABRAZO DEL AMOR, EL (RASA SAYANG);RESTAURANTE;LAGOS DE FAÑABE, 57 C.C. ;0;38670;0;0;0;ADEJE;
0;ABREU;BAR;GENERAL CTRA. (BARRIO ERJOS) ;0;38470;0;0;0;LOS SILOS;
30;ABREU;RESTAURANTE;SAN CRISTOBAL, 41 ;0;38359;0;0;0;EL SAUZAL;
36;ABORA II;RESTAURANTE;PASEO MARITIMO, S/N. (EDIF. BUCANERO, L-11);0;38650;28.047.619;-16.711.499;0;ARONA;
87;ABORDO;RESTAURANTE;C/. JUAN BARIAJO, 6 L-1 ;0;38650;28.050.423.110.000.000;-16.719.689.409.999.900;0;ARONA;
100;ABSOLUT (ABSOLUTO);CAFETERIA;PLAYAZUL, L-12/13 ;0;38660;0;0;0;ADEJE;
0;ABREU;RESTAURANTE;CARRETERA PROVINCIAL 13;0;38390;0;0;0;SANTA URSULA;
28;ABREU;BAR;LOS QUEVEDOS-SAN JOSE, 1 SE);0;38420;0;0;0;SAN JUAN DE LA RAMBLA;
10;ABRIGO, EL;BAR;GENERAL PORLIER, 6 ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;
74;ABRIGOS, LOS;RESTAURANTE;LA MARINA, 14 ;0;38639;280.287.677;-165.928.163;0;GRANADILLA DE ABONA;
36;ABSOLUTAMENTE FABULOSO (ABSOLUTELY FABULOUS);RESTAURANTE;PUEBLO CANARIO, L-102  ;0;38638;0;0;0;ADEJE;
0;ABUELO PANCHO;RESTAURANTE;C/ CUESTA LA PERDOMA, 63;63;38300;0;0;0;LA OROTAVA;
48;ABUELO, EL;TASCA;VOLCAN VESUBIO, 1 (CMNO. DE LA HORNERA);0;38108;0;0;441;LA LAGUNA;
25;ABUELO, EL;BAR;CALVO SOTELO, 20 ;0;38006;0;0;0;SANTA CRUZ DE TENERIFE;
36;ABYDOS;CAFETERIA;LAS PALMERAS, 30 AVDA. ;0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ACACIA;BAR;SOBRADILLO, 65 CTRA.;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
40;ACAPULCO;BAR;ESMERALDA, L-5 EDIF. (CALLAO SALVAJE) ;0;38678;0;0;0;ADEJE;
0;ACACIAS, LAS;BAR;CAMINO LA HORNERA, 4 ;0;38000;0;0;0;LA LAGUNA;
0;ACANTO;BAR;PLAYA DEL DUQUE, S/N. (C.C. EL MIRADOR, L-3);0;38660;0;0;0;ADEJE;
0;ACAPULCO;BAR;LAS AMERICAS ;0;38000;0;0;0;ADEJE;
0;ABUMA;BAR;DR. ANTONIO GONZALEZ, L-5 (EDIF. POLSA, 1º);0;38204;2.845.401.666;-1.636.377.199;0;LA LAGUNA;
190;ACAPULCO;RESTAURANTE;LAS AMERICAS PYA. EDF. ACAPULCO ;0;38670;0;0;0;ADEJE;
145;ACAYMO;RESTAURANTE;GENERAL DEL NORTE-CRUCE GUAMASA ;0;38330;0;0;0;LA LAGUNA;
0;ACAYMO;BAR;MENCEY ACAYMO, 1  ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
44;ACENTEJO;RESTAURANTE;ACENTEJO, 30 ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;
0;ACENTEJO;BAR-CAFETERIA;CTRA. VIEJA, 170;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;
0;ACENTEJO;BAR;NUÑEZ DE LA PEÑA, 12 ;0;38000;0;0;0;LA LAGUNA;
100;ACEVIÑOS, LOS;BAR;GENERAL DEL SUR, 106 CTRA.  ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;
0;ACHAMAN;BAR;GENERAL FRANCO PZA., 11 ;0;38390;0;0;0;SANTA URSULA;
0;ACCION-DIFUSION;BAR;CASTILLO, 45 (4ª PLANTA) ;0;38002;2.846.720.785;-1.625.191.122;0;SANTA CRUZ DE TENERIFE;
0;ACHAMAN;DISCOTECA;AVDA. ERNESTO SARTI, 1 (C.C. RIO CENTER, L-21/22/23);0;38670;0;0;0;ADEJE;
0;ACHAMAN;PUB;HELSINKI, S/N. (URB. DAKOTA, L-13/14) JARDINES DEL DUQUE;0;38670;2.809.484.368.147.510;-16.735.745.978.151.800;0;ADEJE;
45;ACHIMAYE;RESTAURANTE;LA GORRINA (EDIF. AYESA, L-2) ;0;38680;0;0;0;GUIA DE ISORA;
35;ACOJEJA;RESTAURANTE;EL BROCAL, 11;0;38600;0;0;622;GRANADILLA DE ABONA;
0;ACHE PA'TI;BAR;C.C. ALCAMPO LAS PALMERAS, L-26;0;38200;0;0;0;LA LAGUNA;
0;ACOSTA;BAR;GENERAL BUEN PASO, 5 CTRA.  ;0;38430;0;0;0;ICOD DE LOS VINOS;
0;ACORAN;BAR;BLAS PEREZ, 63 ;0;38000;0;0;0;LOS REALEJOS;
105;ACROPOLIS;RESTAURANTE;SALYTIEN, L-A4 C.C. ;0;38640;0;0;0;ARONA;
0;ACROPOLIS-CARPA;BAR;TRASERA GASOLINERA CALETILLAS, S/N. ;0;38530;0;0;0;CANDELARIA;
0;ACOSTA;BAR;GENERAL DEL NORTE, 28 CTRA. ;0;38350;0;0;0;TACORONTE;
44;ACTUAL, EL (L'ACTUEL);RESTAURANTE;PLAYA FAÑABE, L-5/5ºB C.C. (LAGOS DE FAÑABE);0;38670;0;0;0;ADEJE;
28;ACUARIO;CAFETERIA;LAS CHAFIRAS, S/N. URB. ;0;38620;0;0;0;SAN MIGUEL;
32;ACUARIO;BAR;GUANCHE, 76 ;0;38390;0;0;0;SANTA URSULA;
15;ACUARIUS RALLYE;BAR;CORONEL GORRIN, 15 AVDA. ;0;38684;0;0;0;SANTIAGO DEL TEIDE;
38;ACUEDUCTO, EL;RESTAURANTE;AVDA. CANARIAS, 23 - EDF. FLORIDA, LOCAL 3;0;38410;0;0;0;LOS REALEJOS;
84;ACUEDUCTO, EL;RESTAURANTE;C.C. NUEVO MAR, 6 SUECIA AVDA. ;0;38640;0;0;0;ARONA;
43;ADEGA;CAFETERIA;HERACLIO SANCHEZ, 28 ;0;38000;0;0;0;LA LAGUNA;
0;ADEJE;BAR;GENERAL FRANCO, 55 ;0;38670;0;0;0;ADEJE;
106;ADEJE CAFE;CAFETERIA;ESPAÑA, 4 AVDA. ;0;38680;0;0;0;ADEJE;
500;ADDIS ABBEBA;BAR;GENERAL LA ESPERANZA KM. 3.6 CTRA.;0;38000;0;0;0;EL ROSARIO;
0;ADELINA;BAR;AVALES, 24 ;0;38000;0;0;0;TACORONTE;
0;ADELITA;BAR;GENERAL DEL SUR 80, KM. 7 CTRA. ;0;38000;0;0;0;EL ROSARIO;
0;ADELFAS, LAS;BAR;LAS ADELFAS URB. ;0;38000;0;0;0;PUERTO DE LA CRUZ;
0;ACUARIO;BAR;CTRA. GENERAL DEL NORTE, 100;0;38350;28.473.808.890.000.000;-1.642.727.095;0;TACORONTE;
0;ADELA AFONSO;BAR;LA BARRANQUERA, S/N. ;0;38000;0;0;0;LA LAGUNA;
0;ADEXE;KIOSCO;PLAYA FAÑABE, L-66 PARC.9 URB. ;0;38670;0;0;0;ADEJE;
62;ADEXE;RESTAURANTE;CALVO SOTELO, 38 ;0;38670;0;0;0;ADEJE;
0;ADOLFO;BAR;SAN JUAN, 30 ;0;38150;0;0;0;SANTA CRUZ DE TENERIFE;
0;ADICORA, AREPERA;BAR;C/. HERMANO PEDRO, 66 (SAN ISIDRO) ;0;38611;2.807.172.529;-1.655.740.701;0;GRANADILLA DE ABONA;
0;ADICO;RESTAURANTE;AVDA DEL JABLE, C.C. ESMERALDA LOCAL 21/22;0;38678;0;0;0;ADEJE;
0;ADOLFO;BAR;MACHADO, 2 BARRIO ;0;38290;-32.944.828;-607.016.182;0;EL ROSARIO;
500;ADOLFO PEÑA GONZALEZ;BAR;GENERAL DEL SUR, 10 CTRA.  ;0;38510;0;0;0;CANDELARIA;
0;ADORACION;BAR;MERCADO NUESTRA SEÑORA DE AFRICA ;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;
50;AFONSO;RESTAURANTE;CTRA. NUEVA, 139 ;0;38350;0;0;0;TACORONTE;
0;ADORACION GONZALEZ;BAR;GENERAL DEL SAUZAL CTRA. ;0;38000;26.574.310.302.734.300;-9.887.155.151.367.180;0;EL SAUZAL;
0;AGACHE;BAR;GENERAL DEL SUR, 29. CTRA;0;38500;0;0;0;GÜIMAR;
50;AFRICANO;ZUMERIA;LORO PARQUE ;0;38400;28.409.730.911.254.800;-16.565.340.042.114.200;0;PUERTO DE LA CRUZ;
0;AFRICA;BAR;PROVINCIAL LA PUNTILLA, 52 CTRA. ;0;38390;0;0;0;SANTA URSULA;
40;AGACHE;RESTAURANTE;CTRA. GENERAL ESCOBONAL, 33 ;0;38000;0;0;0;GÜIMAR;
26;AGONIA;RESTAURANTE;RAFAEL RAMOS, 32 ;0;38360;2.845.358.224;-1.644.721.548;0;EL SAUZAL;
0;AGAVE;BAR;LA PAZ ;0;38000;2.059.840.965.270.990;-10.133.502.197.265.600;0;PUERTO DE LA CRUZ;
0;AGIS 84;BAR;GENERAL DEL SUR KM. 6.5, 11 CTRA. ;0;38108;0;0;0;LA LAGUNA;
0;AGORA;BAR-CAFETERIA;PLAZA BENITO PEREZ GALDOS, 6;6;38400;0;0;0;PUERTO DE LA CRUZ;
40;AFTER DARK (AL ANOCHECER);BAR;URB. JARD. LA PAZ-C.C. LA CUPULA, L-4 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
32;AGORA;RESTAURANTE;VALERIA, 1 ;0;38626;-345.223.351;-587.160.225;213;SAN MIGUEL;
0;AGRICOLA ;BAR;GENERAL DEL SUR KM. 18 CTRA. ;0;38520;30.160.860.061.645.500;-10.468.328.857.421.800;91;CANDELARIA;
8;AGUABUEY;PIZZERIA;C/. TIGADAY, 4;0;38600;0;0;0;GRANADILLA DE ABONA;
57;AGUABUEY;RESTAURANTE;CHASNA AVDA., S/N. ;0;38600;0;0;0;GRANADILLA DE ABONA;
118;AGUA VIVA;RESTAURANTE;AVDA. MERCEDES DE ROJA, 12;0;38612;2.804.359.963;-16.539.626.680.000.000;0;GRANADILLA DE ABONA;
0;AGROMERCADO;BAR-CAFETERIA;C/ ARCHAJARA, S/N - AGROMERCADO DE ADEJE (FRENTE A MAKRO);NULL;38670;0;0;0;ADEJE;
54;AGUA DE COCO;RESTAURANTE;SUECIA PROLONG.AVDA.(C.C.SAN TELMO,L-17) ;0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
48;AGUAMANSA;RESTAURANTE;CTRA. GENERAL DE LAS CAÑADAS KM.15, 525 ;0;38300;0;0;0;LA OROTAVA;
0;AGUAMANSA;BAR;AGUAMANSA ;0;38000;28.365.909.576.416.000;-1.650.555.992.126.460;0;LA OROTAVA;
0;AGUACATE-LAGUNA;BAR;CRUZ CANDELARIA, ESQ. JUANA BLANCA, 2 ;0;38203;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
100;AGUAMAR;RESTAURANTE;ASOMADA DE LOS CERES URB.  ;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;AGUEDA BEGOÑA ACOSTA PEREZ;BAR;POZO DE LA VIRGEN - CC CANDELARIA ;0;38530;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
57;AGUEDA;RESTAURANTE;ALVAREZ DE LUGO, 51 L-6;0;38000;28.466.809.990.000.000;-1.625.814.825;0;SANTA CRUZ DE TENERIFE;
90;AGUARDE, EL;RESTAURANTE;C/. COSTA Y GRIJALBA, 21;0;38004;2.847.025.126;-1.625.772.178;0;SANTA CRUZ DE TENERIFE;
0;AGUILA;BAR;C/. TINGUAFAYA, 83 (URB. JARDINES COLGANGES, L-6);0;38652;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
40;AGUAS, LAS;RESTAURANTE;C/. DESTILA, 20 ;0;38420;28.395.344;-16.639.889;0;SAN JUAN DE LA RAMBLA;
20;AGUERE;BAR-CAFETERIA;C/ ALBERTO EINSTEIN, 47;47;38201;28.491.464;-16.326.541;0;LA LAGUNA;
170;AGUILA, EL;RESTAURANTE;PZA. ALFERECES PROVISIONALES, S/N. (C/ BETHENCOURT ALFONSO, EDIF. TARAJAL);0;38002;0;0;18;SANTA CRUZ DE TENERIFE;
15;AGUILAS, LAS;BAR;ORIENTE AVDA., 21 ;0;38435;0;0;0;TANQUE;
0;AGUILA, LA;BAR;DELGADO BARRETO TRANSV. (EDIF. TAMA) ;0;38000;28.481.935;-16.315.427;0;LA LAGUNA;
130;AGUILAS DEL TEIDE;RESTAURANTE;LAS AGUILAS DEL TEIDE URB. (TINGUAFAYA)  ;0;38660;2.807.301;-16.700.983;0;ARONA;
0;AGÜITA SALAA;BAR;AVDA. FRANCISCO J. AFONSO CARRILLO, S/N. (EDIF. BAHÍA PLAYA, L-3C) PLAYA JARDIN;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;AGUSTIN;TASCA;REAL OROTAVA, 282 ;0;38369;28.460.302;-16.425.229;0;EL SAUZAL;
30;AGULO;RESTAURANTE;HORNERO, 25 TINCER BAJO;0;38000;28.443.044;-1.630.459;0;SANTA CRUZ DE TENERIFE;
0;AGUSTINA;BAR;CAMINO DE LAS MANTECAS, 55 ;0;38000;28.461.557;-16.292.844;0;LA LAGUNA;
45;A-GUSTO;CAFETERIA;C/. VELAZQUEZ, 12 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
40;AGÜITA;PUB;DR. ANTONIO GONZALEZ, 9 ;0;38360;28.454.082;-16.363.934;0;LA LAGUNA;
0;AHITAY;BAR;MERCADO NTRA. SRA. DE AFRICA, L-17 ;0;38000;28.463.380.813.598.600;-16.251.630.783.081.000;0;SANTA CRUZ DE TENERIFE;
0;AHORA SIN CAMARAS;PUB;AVDA. LA HABANA, S/N. (C.C. SAN TELMO, L-11A);0;38650;28.054.672;-16.725.263;0;ARONA;
100;AGUSTIN Y ROSA;RESTAURANTE;SAN SEBASTIAN, 15 ;0;38430;28.367.216.890.000.000;-16.719.548.550.000.000;0;ICOD DE LOS VINOS;
38;AGUILAS ATLETICO;CAFETERIA;GRANDE, 60 ;0;38670;2.812.078.029;-1.672.559.291;0;ADEJE;
80;AINHOA;MESON;CLUB SEIS, L-6B C.C. ;0;38650;0;0;0;ARONA;
15;AGUILA, EL;BAR;GENERAL CUESTA-TACO, 24 CTRA. ;0;38320;0;0;0;LA LAGUNA;
24;AIDA-CHE;BAR;LA ALHONDIGA, 11 ;0;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
50;AIRAM;BAR;ADELANTADO, 14 ;0;38320;28.487.170.639.999.900;-1.631.361.151;0;LA LAGUNA;
0;AIRAM;BAR;IGARA, 6 ;0;38000;2.807.335.991;-1.667.176.518;0;ARONA;
79;AIRES DEL SUR;RESTAURANTE;GENERAL A PTO. SANTIAGO, 31 CTRA.  ;0;38436;0;0;0;SANTIAGO DEL TEIDE;
20;AITHAMY;BAR;PERDOMO, 3 (EDIF. SOTANOS) ;0;38400;2.841.736.615;-16.551.241.279.999.900;0;PUERTO DE LA CRUZ;
52;AKEPIKAS;CAFETERIA;C/. SAN SEBASTIAN, 14;0;38430;28.367.102.890.000.000;-1.672.010.243;0;ICOD DE LOS VINOS;
50;AL FARO;CAFETERIA;DEAN PALAHI, 22 (ESQ. TABARES DE CALA);0;38201;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
15;AL FUEGO CANARIO;BAR;C/. MENDEZ NUÑEZ, 20 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;
25;AL FUEGO CANARIO;RESTAURANTE;VIERA Y CLAVIJO, 44 ;0;38002;0;0;39;SANTA CRUZ DE TENERIFE;
