Plazas;Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;basura
72;PLAYA CHICA;RESTAURANTE;MARCIAL GARCIA, 32 ;0;38000;28.044.196;-16.536.813;0;GRANADILLA DE ABONA;
20;PLAYA CHICA;BAR;MARCIAL GARCIA, 32 ;0;38612;28.044.196;-16.536.813;0;GRANADILLA DE ABONA;
60;PLAYA;RESTAURANTE;PLAYA ROQUE DE LAS BODEGAS, 3 ;0;38130;28.460.369.110.107.400;-1.626.449.966.430.660;0;SANTA CRUZ DE TENERIFE;
176;PLAYA CLUB;RESTAURANTE;EL LITORAL, S/N. AVDA.  ;0;38640;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
210;PLAYA DE MARTIANEZ;RESTAURANTE;COLON, S/N. AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;PLAYA FAÑABE IV;BAR;C.C. LITORAL FAÑABE, IV UR. PLAYAS DE FAÑABE;0;38670;0;0;0;ADEJE;
107;PLAYA DE MARTIANEZ;RESTAURANTE;COLON, S/N. AV. DE ;0;38400;0;0;0;PUERTO DE LA CRUZ;
58;PLAYA GRANDE;CERVECERIA;Pº NTRA. SRA. MERCEDES ROJAS, 14 ;0;38600;0;0;0;GRANADILLA DE ABONA;
86;PLAYA LA NEA;RESTAURANTE;LA NEA PYA. ;0;38109;0;0;0;EL ROSARIO;
40;PLAYA LAS ARENAS;RESTAURANTE;EL RINCON, S/N.;0;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
30;PLAYA FLOR MUSIC;BAR;AVDA. RAFAEL PUIG LLUVINA, 4 - C.C. VERONICA II, L-3/5/6 ;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
210;PLAYA DE MARTIANEZ;CAFETERIA;COLON AVDA. (PASEO MARITIMO) PLAYA DE MARTIANEZ;0;38400;28.413.765;-16.541.785;0;PUERTO DE LA CRUZ;
46;PLAYA PARAISO;RESTAURANTE;PLAYA PARAISO, S/N. AVDA. (COMPLEJO GRAN AZUL 1/2);0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;87;ADEJE;
30;PLAYA PUB;BAR;CANDELARIA ;0;38000;28.355.600.357.055.600;-1.637.179.946.899.410;0;CANDELARIA;
167;PLAYA SOL;RESTAURANTE;EL PRESIDENTE, 16 C.C.  ;0;38660;0;0;0;ARONA;
20;PLAYA, LA;BAR;JOSE ANTONIO, S/N ;0;38000;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
40;PLAYAOLID;BAR;ERNESTO SARTI, 18 (URB. TORVISCAS) ;0;38679;0;0;0;ADEJE;
100;PLAYAOLID;RESTAURANTE;ERNESTO SARTI, 18 AVDA. (URB. TORVISCAS);0;38679;28.085.094;-16.731.996;0;ADEJE;
14;PLAYA TROPICAL;BAR;HOTEL PONDEROSA. LAS AMERICAS PYA. ;0;38660;0;0;0;ADEJE;
49;PLAYAZUL;CAFETERIA;ARQUITECTO GOMEZ CUESTA, 6 (EDIF. PLAYAZUL);0;38670;28.064.685;-16.727.484;0;ARONA;
40;PLAYITA, LA;RESTAURANTE;CTRA. SAN ANDRES, 21;0;38180;0;0;0;SANTA CRUZ DE TENERIFE;
0;PLAYITA, LA;BAR;SITO CARAVEO ;0;38000;3.952.854.919.433.590;-12.117.623.138.427.700;0;LA OROTAVA;
42;PLAYA TAJAO;RESTAURANTE;C/. PASEO CALLAO HONDO, 1 ;0;38580;2.810.896.868;-1.647.184.588;0;ARICO;
0;PLAYAZUL;BAR;APTOS. PLAYAZUL II - LAS AMERICAS ;0;38000;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;PLAZA;BAR;C/. SANTA MARIA DE LA CABEZA, 13;0;38000;0;0;0;GRANADILLA DE ABONA;
67;PLAYITA, LA;RESTAURANTE;LA PLAYITA, 18 ;0;38300;28.388.485;-16.531.175;0;LA OROTAVA;
0;PLAZA;BAR;PILAR, 2 ;0;38002;28.444.727;-16.308.002;0;SANTA CRUZ DE TENERIFE;
0;PLAZA;BAR;PLAZA LAS INDIAS, 4 ;0;38508;0;0;0;GÜIMAR;
0;PLAZA;BAR;CHICOSO, 143 ;0;38000;0;0;0;CANDELARIA;
0;PLAZA;BAR;GENERAL FRANCI, 41 CTRA. ;0;38436;0;0;0;SANTIAGO DEL TEIDE;
20;PLAZA;BAR;FARROBO, 2 ;0;38440;2.836.944;-16.654.495;0;LA GUANCHA;
0;PLAZA;BAR;LA PLAZA, S/N. ;0;38000;0;0;0;LA LAGUNA;
25;PLAZA;BAR-CAFETERIA;CAMINO REAL, 50;0;38410;28.396.196;-16.594.357;0;LOS REALEJOS;
0;PLAZA;CAFETERIA;PATRONA DE CANARIAS, 2 PZA. ;0;38530;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
0;PLAZA;BAR;DE TEJINA, PZA. ;0;38000;4.309.244.155.883.780;-75.047.101.974.487.300;0;LA LAGUNA;
52;PLAZA;RESTAURANTE;PUEBLO CANARIO (SAN EUGENIO) ;0;38650;0;0;0;ADEJE;
12;PLAZA;BAR;LA GOMERA, 103 (EL FRAILE) ;0;38639;0;0;0;ARONA;
0;PLAZA;BAR;CTRA. NUEVA, 230 ;0;38350;0;0;0;TACORONTE;
0;PLAZA;BAR;BLAS PEREZ, 1 ;0;38410;0;0;0;LOS REALEJOS;
0;PLAZA;BAR;GUILLEN, 3 ;0;38120;28.505.140.099.999.900;-1.619.272.918;0;SANTA CRUZ DE TENERIFE;
0;PLAZA;BAR;CTRA. GENERAL LOS ROQUES, S/N. ;0;38570;0;0;0;FASNIA;
0;PLAZA;BAR;REAL, S/N. ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;
0;PLAZA;BAR;CARRERA, 20 BAJO ;0;38201;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;PLAZA;BAR;EL AMPARO, 1 PZA. ;0;38430;2.836.624.013;-1.671.990.213;0;ICOD DE LOS VINOS;
0;PLAZA;BAR;MACHADO Y FIESCO, 25 (Bº CANDELARIA) ;0;38200;2.847.087.264;-16.286.486.690.000.000;0;LA LAGUNA;
82;PLAZA;RESTAURANTE;PUBLICA PUERTO DE SANTIAGO PZA.;0;38683;0;0;39;SANTIAGO DEL TEIDE;
0;PLAZA;BAR-CAFETERIA;AV PLAYA DE LAS AMERICAS, 3 (PARQUE SANTIAGO V PLANTA BAJA, L-1);0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;PLAZA;BAR;LA PLAZA, S/N. ;0;38687;0;0;0;GUIA DE ISORA;
0;PLAZA;BAR;LLANO DEL MORO ;0;38000;2.844.569.969.177.240;-16.332.199.096.679.600;0;EL ROSARIO;
0;PLAZA;BAR;GENERAL FRANCO, S/N. (EDIF. VISTABELLA) ;0;38412;0;0;0;LOS REALEJOS;
38;PLAZA;BAR;ALVAREZ QUINTERO, 16 ;0;38639;0;0;0;SAN MIGUEL;
0;PLAZA;BAR;PEDRO JUAN GARCIA HERNANDEZ, 7;0;38290;0;0;0;EL ROSARIO;
0;PLAZA;BAR;SAN ANDRES, 15 ;0;38460;0;0;0;GARACHICO;
0;PLAZA;BAR;ABAJO, S/N. ;0;38000;0;0;0;LA LAGUNA;
16;PLAZA;BAR;C/. PLAZA, 10 ;0;38686;2.820.091.333;-16.827.587.319.999.900;0;GUIA DE ISORA;
210;PLAZA;RESTAURANTE;LITORAL, L-206 C.C. ;0;38660;0;0;0;ADEJE;
26;PLAZA;BAR;AYUNTAMIENTO PZA., 7 ;0;38290;0;0;0;EL ROSARIO;
15;PLAZA;BAR;VELAZQUEZ, 1 ;0;38630;0;0;0;GRANADILLA DE ABONA;
50;PLAZA;BAR;SANTO DOMINGO ESQ. PUNTO FIJO, S/N. ;0;38400;0;0;0;PUERTO DE LA CRUZ;
54;PLAZA CAFE KAISER (STRAND CAFE KAISER);RESTAURANTE;SUECIA, S/N. AVDA. (C.C. NUEVO MAR L-2F) ;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
56;PLAZA CANARIA;RESTAURANTE;VENEZUELA, 19 AVDA.(ED. YANES BARRETO) ;0;38400;0;0;0;PUERTO DE LA CRUZ;
40;PLAZA DE LAS FERIAS;BAR;PLAZA DE LAS FERIAS, 1;0;38440;0;0;0;LA GUANCHA;
0;PLAZA DE TOROS;BAR;SAN ANTONIO ;0;38000;20.428.640.365.600.500;-10.172.920.989.990.200;0;PUERTO DE LA CRUZ;
0;PLAZA DE TOROS LA RUEDA;BAR;CAMINO DEL COCHE ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;PLAZA DEL CRISTO;BAR;DEL CRISTO PZA., S/N ;0;38000;0;0;0;TACORONTE;
76;PLAZA DE VENEZUELA;AREPERA;GENERAL DE BAJAMAR, 123 CTRA. ;0;38000;28.554.435;-16.344.855;0;LA LAGUNA;
50;PLAZA DEL CIT;BAR;AVDA MARITIMA, PLAZA EL CIT, 176;0;38530;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
0;PLAZA LA CRUZ;BAR;GENERAL EULACH, 8 ;0;38000;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
0;PLAZA LORENZO CACERES;KIOSCO;PLAZA LORENZO CACERES ;0;38430;0;0;0;ICOD DE LOS VINOS;
0;PLAZA LA VERA;BAR;PIEDRA BLANCA, S/N. ;0;38400;0;0;0;PUERTO DE LA CRUZ;
160;PLAZA BOULEVARD CAFE;CAFETERIA;AVDA. BRUSELAS, S/N. (C.C. FAÑABE, L-155);0;38660;0;0;0;ADEJE;
0;PLAZA LA LUZ;KIOSCO;PZA. LA LUZ;0;38470;28.387.340.545.654.200;-16.553.220.748.901.300;0;LOS SILOS;
0;PLAZA RODRIGUEZ LARA;BAR;RODRIGUEZ LARA PZA. ;0;38000;0;0;0;LA VICTORIA DE ACENTEJO;
0;PLAZA MEDANO;RESTAURANTE;C/. HERMANO PEDRO, 2;0;38612;2.810.013.214;-16.592.364.470.000.000;0;GRANADILLA DE ABONA;
44;PLAZA VENEZUELA;AREPERA;VALDES CENTER, L-20A EDIF. ;0;38650;0;0;0;ARONA;
50;PLAZA SALINAS;CAFETERIA;AVDA. ANTONIO DOMINGUEZ, 4 (EDIF. EL NAVEGANTE, L-4);0;38640;2.805.650.822;-1.672.674.714;0;ARONA;
40;PLAZA ROJA;RESTAURANTE;AVDA. GALVAN BELLO, EDF. PILARICA, 2;0;38612;2.804.299.504;-1.653.497.279;0;GRANADILLA DE ABONA;
0;PLAZA, LA;BAR-CAFETERIA;C/ SIMON HIGUERA;0;38540;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
0;PLAZA VIP, CERVECERIA LA;BAR;PLAZA LA IGLESIA ;0;38000;28.473.728;-16.441.104;0;SANTA CRUZ DE TENERIFE;
0;PLAZA, LA;BAR;CERVANTES LOC. 2- SAN JERONIMO PZA. ;0;38108;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
60;PLAZA, LA;CAFETERIA;C/. MARIA AMALIA FRIAS, 3;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;PLAZA, LA;BAR;FRANCISCO AFONSO CARRILLO, 58 ;0;38207;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;PLAZA, LA;BAR;DEL GENERALISIMO PZA. ;0;38000;0;0;0;GARACHICO;
25;PLAZA, LA;CAFETERIA;C.C. ALCAMPO LA LAGUNA, L-55;0;38108;0;0;0;LA LAGUNA;
20;PLAZA;BAR;GENERAL FRANCO, 1 ;0;38550;28.340.427;-16.421.953;0;ARAFO;
0;PLAZA, LA;DULCERIA;C/ LA TOSCA, 8 ;0;38683;28.237.724;-16.840.913;10;SANTIAGO DEL TEIDE;
0;PLAZA, LA;BAR;SAN LORENZO, 24 AVDA. ;0;38626;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
20;PLAZA, LA;BAR;C/. SAN JUAN, 2;0;38680;2.823.649.604;-16.796.726.679.999.900;0;GUIA DE ISORA;
0;PLAZA, LA;BAR;AGUA GARCIA ;0;38355;2.846.489.906.311.030;-16.405.879.974.365.200;0;TACORONTE;
46;PLAZA, LA;CAFETERIA;MEDANO, S/N. PZA. ;0;38612;28.047.652;-1.653.746;0;GRANADILLA DE ABONA;
72;PLAZA, LA (THE PLAZA);RESTAURANTE;SAN BLAS, L-54 C.C. ;0;38630;0;0;0;SAN MIGUEL;
0;PLAZA, LA;BAR;DEL ROSARIO PZA. ;0;38270;28.480.639;-16.311.285;0;LA LAGUNA;
66;PLAZA, LA KIOSKO;BAR;FRANCISCO MONTESDEOCA, S/N. (PZA. LIBERT AD);0;38000;2.837.271;-1.676.479;0;GARACHICO;
0;PLAZOLETA;HAMBURGUESERÍA;SAN JOSE, 18 ;0;38120;0;0;0;SANTA CRUZ DE TENERIFE;
0;PODENCO, EL;TASCA;LAS ARENITAS, 12 L-10;0;38530;0;0;0;CANDELARIA;
300;PLUTO'S;BAR;C.C. VERONICA I LOC. 34 ;0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;PODIUM;BAR;C/. AZORIN, 6 (URB. LOS CARDONES);0;38611;0;0;0;GRANADILLA DE ABONA;
250;POCO LOCO;RESTAURANTE;CAMINOS LOS DRAGOS, 5  ( SITIO LITRE);0;38400;0;0;0;PUERTO DE LA CRUZ;
100;POKINS;BAR;C.C. VERONICAS III, LOCALES 19 - 20 LAS AMERICAS ;0;38660;0;0;0;ARONA;
40;POLE, EL;RESTAURANTE;CALVARIO, 46 ;0;38350;0;0;0;TACORONTE;
15;POLE, EL;BAR;LOMO COLORADO, 78 ;0;38000;2.849.054.492;-1.639.461.832;0;TACORONTE;
0;POLAR;BAR;LUJAN PEREZ, 29;0;38670;28.120.464;-16.730.171;0;ADEJE;
148;POLIGONO, EL;RESTAURANTE-CAFETERIA;POLIGONO INDUSTRIAL VALLE DE GÜIMAR, MANZANA A, PARCELA 1;0;38550;0;0;0;ARAFO;
0;POLIGONO, EL;BAR;TOMAS EDISON, 4 (POLIG. SAN ISIDRO) ;0;38108;18.026.599.884.033.200;-6.685.679.626.464.840;0;EL ROSARIO;
25;POLIZON;BAR;GENERAL A ARMEÑIME, 26 CTRA. ;0;38670;0;0;0;ADEJE;
60;POLINESIAN;BAR;SERRANO, 82 ;0;38003;0;0;0;PUERTO DE LA CRUZ;
0;POLIZON TARIFE;BAR;GENERAL ARMEÑIME, 2 CTRA.  ;0;38670;0;0;0;ADEJE;
0;PLAZA, KIOSCO DE LA;BAR;PLAZA SAN ANTONIO ;0;38550;2.013.330.078.125;-10.241.699.981.689.400;0;ARAFO;
50;POLLO DE ORO, EL;RESTAURANTE;AVDA. ADEJE 300,  (C.C. PARAISO, L-2);0;38678;28.120.085;-16.774.337;0;ADEJE;
50;POLLO DE ORO, EL;RESTAURANTE;PRINCIPAL AÑAZA, S/N. AVDA. (EDIF. LOS GUIRRES, L-5);0;38109;0;0;0;SANTA CRUZ DE TENERIFE;
24;POLLERA, LA;CAFETERIA;SANTA CRUZ AVDA., 17 ;0;38600;2.808.346.022;-1.656.339.065;0;GRANADILLA DE ABONA;
46;POLLO KING;RESTAURANTE;CASTRO, 5 ;0;38611;28.047.652;-1.653.746;0;GRANADILLA DE ABONA;
50;POLLO KEBAP;RESTAURANTE;C/. MARIA DEL CRISTO OSSUNA, 18 L-12;0;38204;28.482.438.830.000.000;-1.631.532.101;0;LA LAGUNA;
0;POLONIA;BAR;SANTO DOMINGO ;0;38000;0;0;0;GÜIMAR;
50;POLLOLANDIA;RESTAURANTE;SOR MARIA DE JESUS, 1 ;0;38320;2.846.449;-16.283.661;0;SANTA CRUZ DE TENERIFE;
12;POLVORA, LA;BAR;PEREZ DIAZ, 1 ;0;38380;2.843.594.375;-1.646.639.212;0;LA VICTORIA DE ACENTEJO;
6;POLLY'S TEA ROOM (SALON DE TE DE POLLY);HELADERIA;C/ LOS GUIOS, POBLADO MARINERO L-18A;0;38436;2.824.579.716.912.810;-16.842.125.550.400.300;0;SANTIAGO DEL TEIDE;
60;POLVORIN, EL;RESTAURANTE;LUIS LAVAGGI ;0;38400;28.414.180.755.615.200;-1.654.743.003.845.210;0;PUERTO DE LA CRUZ;
0;POLVORIN, EL;RESTAURANTE;LOS ROSALES, 10 ;0;38300;0;0;0;LA OROTAVA;
42;POLYGON;CAFETERIA;PALOMA BEACH, L-4 C.C. ;0;38650;0;0;0;ARONA;
53;POMPA, LA;RESTAURANTE;EL TREBOL, L-56 URB. ;0;38630;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
30;PONCHE;BAR;CRUCE DE AROBA ;0;38000;28.369.619.369.506.800;-1.678.019.905.090.330;0;CANDELARIA;
114;POMODORO;RESTAURANTE;SANTO DOMINGO, S/N. (MIRADOR PUNTA DEL VIENTO PZA.);0;38400;0;0;0;PUERTO DE LA CRUZ;
0;PONCHO;BAR;BDA. SANTA CLARA BQ. 3 LOC. 14 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
0;PONDEROSA, LA;BAR;RIVERA, 5. (BARRIO NUEVO) ;0;38000;2.846.923.695;-1.628.175.903;0;SANTA CRUZ DE TENERIFE;
60;PONTE VECCHIO;RESTAURANTE;SAN ROQUE, S/N. (EL CABEZO) ;0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
50;POOL (PISCINA);CAFETERIA;OCEAN VIEW, 1117D URB.;0;38670;0;0;0;ADEJE;
207;PONCHO;RESTAURANTE;COLON, 14 AVDA. (EDIF. BELGICA);0;38400;3.761.499.128;-72.428.877.699.999.900;6;PUERTO DE LA CRUZ;
0;POOL CENTER (CENTRO DE BILLARES);BAR;C.C. PUERTO COLON, L-323;0;38660;0;0;0;ADEJE;
60;POOL BAR OASIS GOLF RESORT;BAR PISCINA;MEANDRO, S/N. (APTOS. OASIS GOLF RESORT);0;38640;28.062.718;-16.713.625;0;ARONA;
0;POPA, LA;RESTAURANTE;C/. MIRAFLORES, 80;0;38003;28.466.293.659.999.900;-1.625.506.639;0;SANTA CRUZ DE TENERIFE;
78;POP-INN'S (BIENVENIDA A POP-IN);CAFETERIA;AVDA. DE ESPAÑA, 1 (COMPLEJO FLAMINGO SUITE, L-4);0;38670;0;0;0;ADEJE;
0;POPEYE, EL;BAR;VERONICA I C.C. ;0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;POOL FACTORY (FABRICA DE BILLAR);BAR;MADRID, 4 AVDA.;0;38003;28.051.125;-16.719.216;0;SANTA CRUZ DE TENERIFE;
50;PORIS;RESTAURANTE;C/. VILLA ARICO, 11;0;38260;28.164.343.919.999.900;-1.643.388.007;0;ARICO;
35;PORCHITO, EL;CAFETERIA;SABINO BERTHELOT AUGIER, 1;0;38300;2.839.246.988;-16.525.379.419.999.900;0;LA OROTAVA;
36;PORIS, EL;RESTAURANTE;AUTOPISTA TF-1 KM. 39,50 SENTIDO SANTA CRUZ - LOS CRISTIANOS MARGEN IZQ.;0;38588;0;0;0;ARICO;
0;PORLAMAR;BAR;MENDEZ NUÑEZ, 29 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
40;PORRONES, LOS;BAR;SANTA CRUZ AVDA., 139 ;0;38600;0;0;0;GRANADILLA DE ABONA;
34;PORRON, EL;RESTAURANTE;SANTA CRUZ, 75 AVDA. ;0;38500;0;0;0;GÜIMAR;
12;POPY'S TENERIFE;BAR;SANTA MARIA SOLEDAD, 8 L-5 ;0;38010;2.845.613.432;-1.628.875.943;0;SANTA CRUZ DE TENERIFE;
15;POROPO;BAR;LA ARENA, S/N. (Nº 13);0;38631;28.008.307;-16.654.613;0;ARONA;
52;PORKIES (CERDITOS);RESTAURANTE;C/. HERMANO PEDRO DE BETHENCOURT, 2 (C.C. APOLO, L-3/8);0;38650;2.805.502;-16.709.027;51;ARONA;
80;PORTILLO, EL;RESTAURANTE;CTRA. GENERAL LAS CAÑADAS KM. 31.2;0;38300;0;0;0;LA OROTAVA;
42;PORTO CRISTO;RESTAURANTE;CRUZ DEL LLANO PZA., 10 ;0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
48;PORTEZUELO, EL;RESTAURANTE;C/. NUEVA, 36 ;0;38280;2.695.871.925.354.000;-8.009.407.806.396.480;0;TEGUESTE;
0;PORTON PLATA;BAR;PRIMERA, 9 (FINCA ESPAÑA) ;0;38000;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
110;PORTON, EL;RESTAURANTE;LA PALOMA, 6;0;38660;28.051.452.930.000.000;-1.671.892.583;0;ARONA;
30;PORVENIR, EL;BAR;TOME CANO, 7 (EDIF. CORNALINA) ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;
50;PORTUGUES, EL;BAR;CALZADITA, 33;0;38510;0;0;0;CANDELARIA;
50;POSADA DEL REY;CAFETERIA;C/. INGENIERO AZUCARERO, 34 (POLIGONO SAN JERÓNIMO);0;38300;0;0;0;LA OROTAVA;
0;PORTOSIN;BAR;PENETRACION, S/N. AVDA. ;0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
100;POSEIDON;RESTAURANTE;PARQUE ACUATICO OCTOPUS ;0;38670;0;0;0;ADEJE;
40;POSADA, LA;RESTAURANTE;C/. SAN FERNANDO, 7 ;0;38001;284.748.953;-16.250.609.019.999.900;0;SANTA CRUZ DE TENERIFE;
44;POSADA DEL PEZ, LA;RESTAURANTE;CTRA. TAGANANA, 2;0;38120;28.557.907;-16.215.433;0;SANTA CRUZ DE TENERIFE;
84;POSTRE, EL;CAFETERIA;GRAL DEL NORTE, 166 CTRA.  ;0;38298;0;0;0;LA LAGUNA;
52;POTATO CLUB (PAPAS ASADAS);RESTAURANTE;C/. LOS EMIGRANTES, 23 (EDIF. LA ASOMADA, L-2);0;38687;0;0;0;GUIA DE ISORA;
4;POZO, BODEGON EL;BAR;CMO. EL MONTURRIO, S/N. ;0;38300;0;0;0;LA OROTAVA;
40;POTREROS, LOS;CAFETERIA;NIVARIA, L-6 (EDIF. NUEVA ORLEANS) ;0;38410;0;0;0;LOS REALEJOS;
32;POZO DE LA SUERTE 2;CAFETERIA;ACEVIÑO (EDIF. ACEVI|O);0;38400;0;0;0;PUERTO DE LA CRUZ;
119;POZO CANARIO, EL;RESTAURANTE;GENERAL ICOD-BUENAVISTA TF.142 CTRA.  ;0;38470;0;0;0;LOS SILOS;
36;POZO, EL;RESTAURANTE;LOS ANGELES, S/N.  (EDIF. VIGILIA PARK, L-49/50);0;38683;0;0;0;SANTIAGO DEL TEIDE;
106;POZO, EL;RESTAURANTE;GENERAL ICOD-BUENAVISTA, CTRA. (FINCA EL  POZO);0;38470;0;0;0;LOS SILOS;
64;POZO, EL;RESTAURANTE;GENERAL DE GENETO, 27 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;
0;POZOS, LOS;CAFETERIA;CTRA.GUAZA-LAS GALLETAS TF-66 KM.11, S/N.;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
145;PRADERA, LA;RESTAURANTE;ARRAYANERO, 20;0;38380;28.429.293.349.999.900;-1.647.393.384;0;LA VICTORIA DE ACENTEJO;
176;PRADOS;CAFETERIA;OASIS, 9 L-B15;0;38660;4.027.027.893.066.400;-7.966.221.618.652.340;8;ARONA;
0;PRADO;BAR;GENERAL FRANCO, 67 ;0;38000;0;0;0;LA MATANZA DE ACENTEJO;
5;PRECIO JUSTO, EL;RESTAURANTE;LA CALETA ;0;38508;0;0;0;GÜIMAR;
0;POZO, EL;BAR;SAN JUAN, 49 ;0;38100;28.468.265;-16.284.611;0;SANTA CRUZ DE TENERIFE;
0;PRESIDENTE;CHURRERIA;MERCADO NTRA. SRA. DE AFRICA, L-31;0;38005;28.463.380.813.598.600;-16.251.630.783.081.000;0;SANTA CRUZ DE TENERIFE;
48;PRESIDIO, EL;RESTAURANTE;SANTO DOMINGO, 10 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;PRIMAVERA;BAR;CALLE EL SOL, 3 (LA ESPERANZA) ;0;38290;0;0;0;EL ROSARIO;
0;PRESTIGE;HELADERIA;PZA. DEL PATRIOTISMO, 1;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;
25;PRESIDENTE;BAR;MERCADO NTRA SRA AFRICA PTO 32 EXTERIOR ;0;38000;283.739;-1.679.673;0;SANTA CRUZ DE TENERIFE;
0;PRIMERO Y EL ULTIMO, EL (THE FIRST AND LAST);BAR;LITORAL FAÑABE, L-58/60 C.C. URB. PLAYAS DE FAÑABE;0;38670;0;0;0;ADEJE;
150;PRIMI;RESTAURANTE;PLAZA DEL CASTILLO NEGRO, S/N.;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;
210;PRIMERO, EL;RESTAURANTE;AVDA. CHAYOFITA, 7 (EDIF. MESEÑA, L-1A) ;0;38640;2.805.707.395;-16.718.470.749.999.900;0;ARONA;
96;PRINCE REGENT;RESTAURANTE;C.C. SUM BEACH (URB. FAÑABE) ;0;38680;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;PRINCESA DACIL;BAR;SAN SEBASTIAN ;0;38000;28.090.730.667.114.200;-17.110.509.872.436.500;0;GARACHICO;
0;PRIMITIVA DORTA;BAR;LOMO DE MENA ;0;38590;2.827.266;-1.641.634;0;GÜIMAR;
100;PRINCESA DI;BAR;AMERICA SHOPPING, L-8/NIVEL 4 C.C. ;0;38640;0;0;0;ARONA;
32;PRINCE REGENT;BAR;C.C. SUN BEACH (PLAYA FAÑABE)  L-E.1;0;38680;0;0;0;ADEJE;
0;PRINCESA GUACIMARA;BAR;CANDIDA PEÑA BELLO, 16;0;38000;0;0;0;ARONA;
0;PRINCESA YBALLA;BAR;URB. PRINCESA YBALLA,BL. 7/L-B (CUESTA) ;0;38000;0;0;0;LA LAGUNA;
0;PRINCESA IBAYA;BAR;CMNO. LA PITERITA, 89;0;38205;0;0;0;LA LAGUNA;
0;PRINCESA YBALLA;BAR;C/. SAN IGNACIO DE LOYOLA, S/N. (URB. PRINCESA YBALLA, BLOQUE 36 L-2 BAJO);0;38320;0;0;0;LA LAGUNA;
0;PRINCESA YBALLA;BAR;PRINCESA YBALLA, BLQ. 7 URB. ;0;38320;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
20;PRINCIPADO;BAR;C/. EL CARMEN, 1 ;0;38410;0;0;0;LOS REALEJOS;
60;PRINCIPADO, EL;RESTAURANTE;AVDA. MELCHOR LUZ, 3 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
75;PRINCIPADO, EL;RESTAURANTE;GENERAL ANTEQUERA, 17-BAJO ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;
144;PRINCIPAL;RESTAURANTE;CTRA. GENERAL DE TAMAIMO KM. 2 ;0;38436;0;0;0;SANTIAGO DEL TEIDE;
80;PRINCIPE, EL;RESTAURANTE;ACEVIÑO, 12 (URB. LA PAZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;PRINCIPE, EL;BAR;LA HONDURA (C.C. SANTIAGO I, L-102) ;0;38683;28.112.180.709.838.800;-1.666.284.942.626.950;0;SANTIAGO DEL TEIDE;
20;PRINCIPES, LOS;RESTAURANTE;TOMAS DE IRIARTE, 4 (URB. LOS PRINCIPES);0;38410;0;0;0;LOS REALEJOS;
0;PRIS, EL;BAR;EL PRIS, 36 ;0;38000;0;0;0;TACORONTE;
0;PRINCIPES, LOS;BAR;SARGENTO PROVISIONAL, 1 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
